interface,field,recommendation,type,optional,comment,export_modifier,extends,readonly,filepath,line_number
CouponUsage,appliedByUserId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/credits/credits.types.d.ts,13
GetCreditsSummaryCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/credits/get-credits-summary-command.types.d.ts,4
CancelDeploymentCommandInput,deploymentId,✅ KEEP,string,false,,export,ApplicationId,false,src/clients/cc-api/commands/deployment/cancel-deployment-command.types.d.ts,4
Deployment,id,✅ KEEP (primary identifier),string,false,,export,,false,src/clients/cc-api/commands/deployment/deployment.types.d.ts,2
Deployment,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/deployment/deployment.types.d.ts,3
Deployment,applicationId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/deployment/deployment.types.d.ts,4
Deployment,startDate,🔄 RENAME: startsAt (standardize to 'At' suffix),string,false,,export,,false,src/clients/cc-api/commands/deployment/deployment.types.d.ts,5
Deployment,state,"📝 REVIEW: use state"" for data/resource state",DeploymentState,false,,export,,false,src/clients/cc-api/commands/deployment/deployment.types.d.ts,6
Deployment,steps,✅ KEEP,Array<DeploymentStep>,false,,export,,false,src/clients/cc-api/commands/deployment/deployment.types.d.ts,7
Deployment,hasDedicatedBuild,✅ KEEP,boolean,false,,export,,false,src/clients/cc-api/commands/deployment/deployment.types.d.ts,19
DeploymentStep,state,"📝 REVIEW: use state"" for data/resource state",DeploymentState,false,,export,,false,src/clients/cc-api/commands/deployment/deployment.types.d.ts,27
DeploymentStep,date,🔄 RENAME: [context]At (e.g.,string,false,,export,,false,src/clients/cc-api/commands/deployment/deployment.types.d.ts,28
DeploymentLegacy,id,✅ KEEP (primary identifier),string,false,,export,,false,src/clients/cc-api/commands/deployment/deployment.types.d.ts,32
DeploymentLegacy,applicationId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/deployment/deployment.types.d.ts,33
DeploymentLegacy,index,✅ KEEP,number,false,,export,,false,src/clients/cc-api/commands/deployment/deployment.types.d.ts,34
DeploymentLegacy,date,🔄 RENAME: [context]At (e.g.,string,false,,export,,false,src/clients/cc-api/commands/deployment/deployment.types.d.ts,35
DeploymentLegacy,action,✅ KEEP,DeploymentAction,false,,export,,false,src/clients/cc-api/commands/deployment/deployment.types.d.ts,37
DeploymentLegacy,commit,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/deployment/deployment.types.d.ts,38
DeploymentLegacy,cause,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/deployment/deployment.types.d.ts,39
DeploymentLegacy,instances,✅ KEEP,number,false,,export,,false,src/clients/cc-api/commands/deployment/deployment.types.d.ts,40
DeploymentLegacy,author,✅ KEEP,{ id: string; name: string },false,,export,,false,src/clients/cc-api/commands/deployment/deployment.types.d.ts,41
GetDeploymentCommandInput,deploymentId,✅ KEEP,string,false,,export,ApplicationId,false,src/clients/cc-api/commands/deployment/get-deployment-command.types.d.ts,5
ListOrganisationDeploymentCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/deployment/list-deployment-command.types.d.ts,7
ListOrganisationDeploymentCommandInput,limit,✅ KEEP,number,true,,export,,false,src/clients/cc-api/commands/deployment/list-deployment-command.types.d.ts,8
ListApplicationDeploymentCommandInput,limit,✅ KEEP,number,true,,export,ApplicationId,false,src/clients/cc-api/commands/deployment/list-deployment-command.types.d.ts,12
ListApplicationDeploymentCommandInput,offset,✅ KEEP,number,true,,export,ApplicationId,false,src/clients/cc-api/commands/deployment/list-deployment-command.types.d.ts,13
ListApplicationDeploymentCommandInput,action,✅ KEEP,DeploymentAction,true,,export,ApplicationId,false,src/clients/cc-api/commands/deployment/list-deployment-command.types.d.ts,14
CreateDomainCommandInput,domain,✅ KEEP,string,false,,export,ApplicationId,false,src/clients/cc-api/commands/domain/create-domain-command.types.d.ts,4
DeleteDomainCommandInput,domain,✅ KEEP,string,false,,export,ApplicationId,false,src/clients/cc-api/commands/domain/delete-domain-command.types.d.ts,4
Domain,domain,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/domain/domain.types.d.ts,2
Domain,isPrimary,✅ KEEP,boolean,false,,export,,false,src/clients/cc-api/commands/domain/domain.types.d.ts,3
SetPrimaryDomainCommandInput,domain,✅ KEEP,string,false,,export,ApplicationId,false,src/clients/cc-api/commands/domain/set-primary-domain-command.types.d.ts,4
ElasticsearchInfo,id,✅ KEEP (primary identifier),string,false,,export,,false,src/clients/cc-api/commands/elasticsearch/elasticsearch.types.d.ts,2
ElasticsearchInfo,ownerId,✅ KEEP,string,false,renamed from owner_id,export,,false,src/clients/cc-api/commands/elasticsearch/elasticsearch.types.d.ts,4
ElasticsearchInfo,version,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/elasticsearch/elasticsearch.types.d.ts,5
ElasticsearchInfo,addonId,✅ KEEP,string,false,renamed from app_id,export,,false,src/clients/cc-api/commands/elasticsearch/elasticsearch.types.d.ts,7
ElasticsearchInfo,plan,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/elasticsearch/elasticsearch.types.d.ts,8
ElasticsearchInfo,zone,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/elasticsearch/elasticsearch.types.d.ts,9
ElasticsearchInfo,kibanaApplication,✅ KEEP (already renamed from API format),string,false,renamed from kibana_application,export,,false,src/clients/cc-api/commands/elasticsearch/elasticsearch.types.d.ts,30
ElasticsearchInfo,apmApplication,📝 CLARIFY: spell out APM (Application Performance Monitoring?),string,false,renamed from apm_application,export,,false,src/clients/cc-api/commands/elasticsearch/elasticsearch.types.d.ts,32
ElasticsearchInfo,services,✅ KEEP,Array<{ name: string; enabled: boolean }>,false,,export,,false,src/clients/cc-api/commands/elasticsearch/elasticsearch.types.d.ts,33
ElasticsearchInfo,features,✅ KEEP,Array<{ name: string; enabled: boolean }>,false,,export,,false,src/clients/cc-api/commands/elasticsearch/elasticsearch.types.d.ts,34
GetElasticsearchInfoCommandInput,addonId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/elasticsearch/get-elasticsearch-info-command.types.d.ts,4
CreateOrUpdateEnvironmentVariableCommandInput,name,📝 CLARIFY: too generic,string,false,,export,ApplicationId,false,src/clients/cc-api/commands/environment/create-or-update-environment-variable-command.types.d.ts,5
CreateOrUpdateEnvironmentVariableCommandInput,value,📝 CLARIFY: too generic,string,false,,export,ApplicationId,false,src/clients/cc-api/commands/environment/create-or-update-environment-variable-command.types.d.ts,6
DeleteEnvironmentVariableCommandInput,name,📝 CLARIFY: too generic,string,false,,export,ApplicationId,false,src/clients/cc-api/commands/environment/delete-environment-variable-command.types.d.ts,5
GetEnvironmentCommandOutput,environment,🔄 RENAME: environments (array should be plural),Array<EnvironmentVariable>,false,,export,,false,src/clients/cc-api/commands/environment/environment.types.d.ts,4
GetEnvironmentCommandOutput,linkedApplicationsEnvironment,🔄 RENAME: linkedApplicationsEnvironments (array should have plural name),Array<LinkedApplicationEnvironment>,true,,export,,false,src/clients/cc-api/commands/environment/environment.types.d.ts,5
GetEnvironmentCommandOutput,linkedAddonsEnvironment,🔄 RENAME: linkedAddonsEnvironments (array should have plural name),Array<LinkedAddonEnvironment>,true,,export,,false,src/clients/cc-api/commands/environment/environment.types.d.ts,6
LinkedApplicationEnvironment,applicationId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/environment/environment.types.d.ts,10
LinkedApplicationEnvironment,applicationName,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/environment/environment.types.d.ts,11
LinkedApplicationEnvironment,environment,🔄 RENAME: environments (array should be plural),Array<EnvironmentVariable>,false,,export,,false,src/clients/cc-api/commands/environment/environment.types.d.ts,12
LinkedAddonEnvironment,addonId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/environment/environment.types.d.ts,16
LinkedAddonEnvironment,addonName,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/environment/environment.types.d.ts,17
LinkedAddonEnvironment,addonProviderId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/environment/environment.types.d.ts,18
LinkedAddonEnvironment,environment,🔄 RENAME: environments (array should be plural),Array<EnvironmentVariable>,false,,export,,false,src/clients/cc-api/commands/environment/environment.types.d.ts,19
GetEnvironmentCommandInputApplication,includeLinkedApplications,🔄 RENAME: isIncludeLinkedApplications (boolean should have is/has/can prefix),boolean,true,,export,ApplicationId,false,src/clients/cc-api/commands/environment/get-environment-command.types.d.ts,6
GetEnvironmentCommandInputApplication,includeLinkedAddons,🔄 RENAME: isIncludeLinkedAddons (boolean should have is/has/can prefix),boolean,true,,export,ApplicationId,false,src/clients/cc-api/commands/environment/get-environment-command.types.d.ts,7
UpdateEnvironmentCommandInput,environment,🔄 RENAME: environments (array should be plural),Array<EnvironmentVariable>,false,,export,ApplicationId,false,src/clients/cc-api/commands/environment/update-environment-command.types.d.ts,5
UpdateExposedEnvironmentCommandInput,environment,🔄 RENAME: environments (array should be plural),Array<EnvironmentVariable>,false,,export,ApplicationId,false,src/clients/cc-api/commands/environment/update-exposed-environment-command.types.d.ts,5
GetGithubLinkTransactionIdCommandOutput,transactionId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/github/get-github-link-transaction-id-command.types.d.ts,2
GetGithubLinkTransactionIdCommandOutput,redirectUri,🔄 RENAME: redirectUrl (standardize to Url suffix),string,false,,export,,false,src/clients/cc-api/commands/github/get-github-link-transaction-id-command.types.d.ts,3
GithubApplication,id,✅ KEEP (primary identifier),string,false,,export,,false,src/clients/cc-api/commands/github/github.types.d.ts,2
GithubApplication,owner,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/github/github.types.d.ts,3
GithubApplication,name,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/github/github.types.d.ts,4
GithubApplication,description,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/github/github.types.d.ts,5
GithubApplication,gitUrl,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/github/github.types.d.ts,6
GithubApplication,defaultBranch,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/github/github.types.d.ts,7
GithubApplication,private,🔄 RENAME: isPrivate (boolean should have is/has/can prefix),boolean,false,renamed from priv,export,,false,src/clients/cc-api/commands/github/github.types.d.ts,9
DisableGrafanaCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/grafana/disable-grafana-command.types.d.ts,2
EnableGrafanaCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/grafana/enable-grafana-command.types.d.ts,4
GetGrafanaCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/grafana/get-grafana-command.types.d.ts,2
GetGrafanaCommandOutput,id,✅ KEEP (primary identifier),number,false,,export,,false,src/clients/cc-api/commands/grafana/get-grafana-command.types.d.ts,6
ResetGrafanaCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/grafana/reset-grafana-command.types.d.ts,2
GetHeptapodPriceEstimationCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/heptapod/get-heptapod-price-estimation-command.types.d.ts,2
GetHeptapodPriceEstimationCommandOutput,publicActiveUsers,✅ KEEP (already renamed from API format),number,false,renamed from public_active_users,export,,false,src/clients/cc-api/commands/heptapod/get-heptapod-price-estimation-command.types.d.ts,7
GetHeptapodPriceEstimationCommandOutput,privateActiveUsers,✅ KEEP (already renamed from API format),number,false,renamed from private_active_users,export,,false,src/clients/cc-api/commands/heptapod/get-heptapod-price-estimation-command.types.d.ts,9
GetHeptapodPriceEstimationCommandOutput,storage,✅ KEEP,number,false,,export,,false,src/clients/cc-api/commands/heptapod/get-heptapod-price-estimation-command.types.d.ts,10
GetHeptapodPriceEstimationCommandOutput,price,✅ KEEP,number,false,,export,,false,src/clients/cc-api/commands/heptapod/get-heptapod-price-estimation-command.types.d.ts,11
GetApplicationInstanceCommandInput,instanceId,✅ KEEP,string,false,,export,ApplicationId,false,src/clients/cc-api/commands/instance/get-application-instance-command.types.d.ts,5
Instance,id,✅ KEEP (primary identifier),string,false,,export,,false,src/clients/cc-api/commands/instance/instance.types.d.ts,2
Instance,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/instance/instance.types.d.ts,3
Instance,applicationId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/instance/instance.types.d.ts,4
Instance,deploymentId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/instance/instance.types.d.ts,5
Instance,name,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/instance/instance.types.d.ts,6
Instance,flavor,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/instance/instance.types.d.ts,7
Instance,index,✅ KEEP,number,false,,export,,false,src/clients/cc-api/commands/instance/instance.types.d.ts,8
Instance,state,"📝 REVIEW: use ""state"" for data/resource state",InstanceState,false,,export,,false,src/clients/cc-api/commands/instance/instance.types.d.ts,9
Instance,hypervisorId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/instance/instance.types.d.ts,10
Instance,creationDate,🔄 RENAME: createdAt (standardize to 'At' suffix),string,false,,export,,false,src/clients/cc-api/commands/instance/instance.types.d.ts,11
Instance,deletionDate,🔄 RENAME: deletedAt (standardize to 'At' suffix),string,true,,export,,false,src/clients/cc-api/commands/instance/instance.types.d.ts,12
Instance,isBuildVm,✅ KEEP,boolean,false,,export,,false,src/clients/cc-api/commands/instance/instance.types.d.ts,17
ListApplicationInstanceCommandInput,since,✅ KEEP,Date | number | string,true,,export,ApplicationId,false,src/clients/cc-api/commands/instance/list-application-instance-command.types.d.ts,5
ListApplicationInstanceCommandInput,until,✅ KEEP,Date | number | string,true,,export,ApplicationId,false,src/clients/cc-api/commands/instance/list-application-instance-command.types.d.ts,6
ListApplicationInstanceCommandInput,includeState,✅ KEEP (data/resource state),Array<InstanceState>,true,,export,ApplicationId,false,src/clients/cc-api/commands/instance/list-application-instance-command.types.d.ts,7
ListApplicationInstanceCommandInput,excludeState,✅ KEEP (data/resource state),Array<InstanceState>,true,,export,ApplicationId,false,src/clients/cc-api/commands/instance/list-application-instance-command.types.d.ts,8
ListApplicationInstanceCommandInput,deploymentId,✅ KEEP,string,true,,export,ApplicationId,false,src/clients/cc-api/commands/instance/list-application-instance-command.types.d.ts,9
ListApplicationInstanceCommandInput,limit,✅ KEEP,number,true,,export,ApplicationId,false,src/clients/cc-api/commands/instance/list-application-instance-command.types.d.ts,10
ListApplicationInstanceCommandInput,order,✅ KEEP,'DESC' | 'ASC',true,,export,ApplicationId,false,src/clients/cc-api/commands/instance/list-application-instance-command.types.d.ts,11
GetInvoiceCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/invoice/get-invoice-command.types.d.ts,4
GetInvoiceCommandInput,invoiceNumber,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/invoice/get-invoice-command.types.d.ts,5
GetInvoiceHtmlCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/invoice/get-invoice-html-command.types.d.ts,2
GetInvoiceHtmlCommandInput,invoiceNumber,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/invoice/get-invoice-html-command.types.d.ts,3
GetInvoicePdfCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/invoice/get-invoice-pdf-command.types.d.ts,2
GetInvoicePdfCommandInput,invoiceNumber,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/invoice/get-invoice-pdf-command.types.d.ts,3
GetInvoiceUrlInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/invoice/get-invoice-url.types.d.ts,2
GetInvoiceUrlInput,invoiceNumber,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/invoice/get-invoice-url.types.d.ts,3
GetInvoiceUrlInput,format,✅ KEEP,'html' | 'pdf',false,,export,,false,src/clients/cc-api/commands/invoice/get-invoice-url.types.d.ts,4
Invoice,invoiceNumber,✅ KEEP (already renamed from API format),string,false,renamed from invoice_number,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,3
Invoice,kind,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,4
Invoice,origin,✅ KEEP,'automatic' | 'manual',false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,5
Invoice,category,✅ KEEP,string,true,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,6
Invoice,address,✅ KEEP,InvoiceAddress,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,7
Invoice,emissionDate,🔄 RENAME: emittedAt (standardize to 'At' suffix),string,false,renamed from emission_date,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,9
Invoice,payDate,🔄 RENAME: paidAt (standardize to 'At' suffix),string,true,renamed from pay_date,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,11
Invoice,status,"📝 REVIEW: use status"" for operational/lifecycle",InvoiceStatus,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,12
Invoice,consumptionStartDate,🔄 RENAME: consumptionStartAt (standardize to 'At' suffix),string,false,renamed from consumption_begin_date,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,14
Invoice,consumptionEndDate,🔄 RENAME: consumptionEndAt (standardize to 'At' suffix),string,false,renamed from consumption_end_date,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,16
Invoice,currency,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,17
Invoice,kpiComputeMonths,📝 CLARIFY: spell out KPI (Key Performance Indicator?),number,false,renamed from kpi_compute_months,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,19
Invoice,priceFactor,✅ KEEP (already renamed from API format),number,false,renamed from price_factor,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,21
Invoice,discount,✅ KEEP,number,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,22
Invoice,vatPercent,✅ KEEP (already renamed from API format),number,false,renamed from vat_percent,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,24
Invoice,uptimes,✅ KEEP,Array<InvoiceUptime>,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,25
Invoice,countables,✅ KEEP,Array<InvoiceCountable>,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,26
Invoice,vendorConsumption,🔄 RENAME: vendorConsumptions (array should have plural name),Array<InvoiceVendorConsumption>,false,renamed from vendor_consumption,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,28
Invoice,classic,🔄 RENAME: classics (array should have plural name),Array<InvoiceClassic>,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,29
Invoice,unusable,🔄 RENAME: unusables (array should have plural name),Array<InvoiceUnusable>,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,30
Invoice,creditBalanceAtEmission,📝 CLARIFY: check if date/time field,InvoiceMoney,false,renamed from credit_balance_at_emission,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,32
Invoice,freeCreditsAvailableThisPeriod,🔄 RENAME: freeCreditsAvailableThisPeriods (array should have plural name),Array<InvoiceCouponRemains>,false,renamed from free_credits_available_this_period,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,34
Invoice,freeCreditsAvailableNextPeriod,🔄 RENAME: freeCreditsAvailableNextPeriods (array should have plural name),Array<InvoiceCouponRemains>,false,renamed from free_credits_available_next_period,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,36
Invoice,totalPendingUpfrontBeforeEmission,🔄 RENAME: networkGroup* (ng is unclear),InvoiceMoney,false,renamed from total_pending_upfront_before_emission,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,38
Invoice,upfrontCreditAmount,✅ KEEP (already renamed from API format),InvoiceMoney,false,renamed from upfront_credit_amount,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,40
Invoice,customerOrderId,✅ KEEP,string,true,renamed from customer_order_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,42
Invoice,paymentProvider,✅ KEEP (already renamed from API format),string,true,renamed from payment_provider,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,44
Invoice,paymentMethodId,✅ KEEP,string,true,renamed from payment_method_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,46
Invoice,providerTransactionId,✅ KEEP,string,true,renamed from provider_transaction_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,48
Invoice,providerLastResponse,✅ KEEP (already renamed from API format),string,true,renamed from provider_last_response,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,50
Invoice,vatDeclarationId,✅ KEEP,string,true,renamed from vat_declaration_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,52
Invoice,wannabeInvoiceId,✅ KEEP,string,true,renamed from wannabe_invoice_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,54
Invoice,totalTaxExcluded,✅ KEEP (already renamed from API format),InvoiceMoney,false,renamed from total_tax_excluded,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,56
Invoice,totalTax,✅ KEEP (already renamed from API format),InvoiceMoney,false,renamed from total_tax,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,58
InvoiceSummary,invoiceNumber,✅ KEEP (already renamed from API format),string,false,renamed from invoice_number,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,63
InvoiceSummary,kind,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,64
InvoiceSummary,category,✅ KEEP,string,true,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,65
InvoiceSummary,address,✅ KEEP,InvoiceAddress,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,66
InvoiceSummary,emissionDate,🔄 RENAME: emittedAt (standardize to 'At' suffix),string,false,renamed from emission_date,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,68
InvoiceSummary,payDate,🔄 RENAME: paidAt (standardize to 'At' suffix),string,true,renamed from pay_date,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,70
InvoiceSummary,status,"📝 REVIEW: use ""status"" for operational/lifecycle",InvoiceStatus,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,71
InvoiceSummary,currency,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,72
InvoiceSummary,kpiComputeMonths,📝 CLARIFY: spell out KPI (Key Performance Indicator?),number,false,renamed from kpi_compute_months,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,74
InvoiceSummary,priceFactor,✅ KEEP (already renamed from API format),number,false,renamed from price_factor,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,76
InvoiceSummary,discount,✅ KEEP,number,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,77
InvoiceSummary,vatPercent,✅ KEEP (already renamed from API format),number,false,renamed from vat_percent,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,79
InvoiceSummary,totalTaxExcluded,✅ KEEP (already renamed from API format),InvoiceMoney,false,renamed from total_tax_excluded,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,81
InvoiceSummary,totalTax,✅ KEEP (already renamed from API format),InvoiceMoney,false,renamed from total_tax,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,83
InvoiceSummary,paymentProvider,✅ KEEP (already renamed from API format),string,true,renamed from payment_provider,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,85
InvoiceSummary,transactionId,✅ KEEP,string,true,renamed from transaction_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,87
InvoiceSummary,customerOrderId,✅ KEEP,string,true,renamed from customer_order_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,89
InvoiceSummary,invoiceDayPlan,✅ KEEP (already renamed from API format),number,true,renamed from invoice_day_plan,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,91
InvoiceAddress,id,✅ KEEP (primary identifier),string,false,renamed from address_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,98
InvoiceAddress,name,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,99
InvoiceAddress,company,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,100
InvoiceAddress,address,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,101
InvoiceAddress,city,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,102
InvoiceAddress,zipcode,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,103
InvoiceAddress,country,✅ KEEP (already renamed from API format),string,true,renamed from country_alpha2,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,105
InvoiceAddress,vatNumber,✅ KEEP (already renamed from API format),string,true,renamed from vat_number,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,107
InvoiceAddress,vatPercent,✅ KEEP (already renamed from API format),number,false,renamed from vat_percent,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,109
InvoiceAddress,customerCostCenter,✅ KEEP (already renamed from API format),string,true,renamed from customer_cost_center,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,111
InvoiceAddress,customerPurchaseOrder,✅ KEEP (already renamed from API format),string,true,renamed from customer_purchase_order,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,113
InvoiceUptime,id,✅ KEEP (primary identifier),string,false,renamed from item_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,118
InvoiceUptime,price,✅ KEEP,InvoiceMoney,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,119
InvoiceUptime,applicationId,✅ KEEP,string,false,renamed from app_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,121
InvoiceUptime,ownerId,✅ KEEP,string,false,renamed from owner_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,123
InvoiceUptime,details,✅ KEEP,Array<InvoiceUptimeDetail>,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,124
InvoiceUptime,category,✅ KEEP,String,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,125
InvoiceUptime,subCategory,✅ KEEP (already renamed from API format),String,false,renamed from sub_category,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,127
InvoiceUptimeDetail,instanceId,✅ KEEP,string,false,renamed from instance_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,132
InvoiceUptimeDetail,flavorName,✅ KEEP (already renamed from API format),string,false,renamed from flavor_name,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,134
InvoiceUptimeDetail,zone,✅ KEEP (already renamed from API format),string,false,renamed from zone_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,136
InvoiceUptimeDetail,policyId,✅ KEEP,string,false,renamed from runtime_policy_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,138
InvoiceUptimeDetail,price,✅ KEEP,InvoiceMoney,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,139
InvoiceUptimeDetail,consumptionStartDate,🔄 RENAME: consumptionStartAt (standardize to 'At' suffix),string,false,renamed from consumption_start,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,141
