field,recommendation,filepath,type,optional,comment,line_number,export_modifier,extends,readonly,interface
appliedByUserId,✅ KEEP,src/clients/cc-api/commands/credits/credits.types.d.ts,string,false,,13,export,,false,CouponUsage
ownerId,✅ KEEP,src/clients/cc-api/commands/credits/get-credits-summary-command.types.d.ts,string,false,,4,export,,false,GetCreditsSummaryCommandInput
deploymentId,✅ KEEP,src/clients/cc-api/commands/deployment/cancel-deployment-command.types.d.ts,string,false,,4,export,ApplicationId,false,CancelDeploymentCommandInput
id,✅ KEEP (primary identifier),src/clients/cc-api/commands/deployment/deployment.types.d.ts,string,false,,2,export,,false,Deployment
ownerId,✅ KEEP,src/clients/cc-api/commands/deployment/deployment.types.d.ts,string,false,,3,export,,false,Deployment
applicationId,✅ KEEP,src/clients/cc-api/commands/deployment/deployment.types.d.ts,string,false,,4,export,,false,Deployment
startDate,🔄 RENAME: startsAt (standardize to 'At' suffix),src/clients/cc-api/commands/deployment/deployment.types.d.ts,string,false,,5,export,,false,Deployment
state,"📝 REVIEW: use state"" for data/resource state",src/clients/cc-api/commands/deployment/deployment.types.d.ts,DeploymentState,false,,6,export,,false,Deployment
steps,✅ KEEP,src/clients/cc-api/commands/deployment/deployment.types.d.ts,Array<DeploymentStep>,false,,7,export,,false,Deployment
hasDedicatedBuild,✅ KEEP,src/clients/cc-api/commands/deployment/deployment.types.d.ts,boolean,false,,19,export,,false,Deployment
state,"📝 REVIEW: use state"" for data/resource state",src/clients/cc-api/commands/deployment/deployment.types.d.ts,DeploymentState,false,,27,export,,false,DeploymentStep
date,"🔄 RENAME: [context]At (e.g.,string,false,,28,export,,false,src/clients/cc-api/commands/deployment/deployment.types.d.ts
DeploymentLegacy,id,✅ KEEP (primary identifier),string,false,,32,export,,false,src/clients/cc-api/commands/deployment/deployment.types.d.ts
DeploymentLegacy,applicationId,✅ KEEP,string,false,,33,export,,false,src/clients/cc-api/commands/deployment/deployment.types.d.ts
DeploymentLegacy,index,✅ KEEP,number,false,,34,export,,false,src/clients/cc-api/commands/deployment/deployment.types.d.ts
DeploymentLegacy,date,🔄 RENAME: [context]At (e.g.",src/clients/cc-api/commands/deployment/deployment.types.d.ts,string,false,,35,export,,false,DeploymentStep
action,✅ KEEP,src/clients/cc-api/commands/deployment/deployment.types.d.ts,DeploymentAction,false,,37,export,,false,DeploymentLegacy
commit,✅ KEEP,src/clients/cc-api/commands/deployment/deployment.types.d.ts,string,false,,38,export,,false,DeploymentLegacy
cause,✅ KEEP,src/clients/cc-api/commands/deployment/deployment.types.d.ts,string,false,,39,export,,false,DeploymentLegacy
instances,✅ KEEP,src/clients/cc-api/commands/deployment/deployment.types.d.ts,number,false,,40,export,,false,DeploymentLegacy
author,✅ KEEP,src/clients/cc-api/commands/deployment/deployment.types.d.ts,{ id: string; name: string },false,,41,export,,false,DeploymentLegacy
deploymentId,✅ KEEP,src/clients/cc-api/commands/deployment/get-deployment-command.types.d.ts,string,false,,5,export,ApplicationId,false,GetDeploymentCommandInput
ownerId,✅ KEEP,src/clients/cc-api/commands/deployment/list-deployment-command.types.d.ts,string,false,,7,export,,false,ListOrganisationDeploymentCommandInput
limit,✅ KEEP,src/clients/cc-api/commands/deployment/list-deployment-command.types.d.ts,number,true,,8,export,,false,ListOrganisationDeploymentCommandInput
limit,✅ KEEP,src/clients/cc-api/commands/deployment/list-deployment-command.types.d.ts,number,true,,12,export,ApplicationId,false,ListApplicationDeploymentCommandInput
offset,✅ KEEP,src/clients/cc-api/commands/deployment/list-deployment-command.types.d.ts,number,true,,13,export,ApplicationId,false,ListApplicationDeploymentCommandInput
action,✅ KEEP,src/clients/cc-api/commands/deployment/list-deployment-command.types.d.ts,DeploymentAction,true,,14,export,ApplicationId,false,ListApplicationDeploymentCommandInput
domain,✅ KEEP,src/clients/cc-api/commands/domain/create-domain-command.types.d.ts,string,false,,4,export,ApplicationId,false,CreateDomainCommandInput
domain,✅ KEEP,src/clients/cc-api/commands/domain/delete-domain-command.types.d.ts,string,false,,4,export,ApplicationId,false,DeleteDomainCommandInput
domain,✅ KEEP,src/clients/cc-api/commands/domain/domain.types.d.ts,string,false,,2,export,,false,Domain
isPrimary,✅ KEEP,src/clients/cc-api/commands/domain/domain.types.d.ts,boolean,false,,3,export,,false,Domain
domain,✅ KEEP,src/clients/cc-api/commands/domain/set-primary-domain-command.types.d.ts,string,false,,4,export,ApplicationId,false,SetPrimaryDomainCommandInput
id,✅ KEEP (primary identifier),src/clients/cc-api/commands/elasticsearch/elasticsearch.types.d.ts,string,false,,2,export,,false,ElasticsearchInfo
ownerId,✅ KEEP,src/clients/cc-api/commands/elasticsearch/elasticsearch.types.d.ts,string,false,renamed from owner_id,4,export,,false,ElasticsearchInfo
version,✅ KEEP,src/clients/cc-api/commands/elasticsearch/elasticsearch.types.d.ts,string,false,,5,export,,false,ElasticsearchInfo
addonId,✅ KEEP,src/clients/cc-api/commands/elasticsearch/elasticsearch.types.d.ts,string,false,renamed from app_id,7,export,,false,ElasticsearchInfo
plan,✅ KEEP,src/clients/cc-api/commands/elasticsearch/elasticsearch.types.d.ts,string,false,,8,export,,false,ElasticsearchInfo
zone,✅ KEEP,src/clients/cc-api/commands/elasticsearch/elasticsearch.types.d.ts,string,false,,9,export,,false,ElasticsearchInfo
kibanaApplication,✅ KEEP (already renamed from API format),src/clients/cc-api/commands/elasticsearch/elasticsearch.types.d.ts,string,false,renamed from kibana_application,30,export,,false,ElasticsearchInfo
apmApplication,📝 CLARIFY: spell out APM (Application Performance Monitoring?),src/clients/cc-api/commands/elasticsearch/elasticsearch.types.d.ts,string,false,renamed from apm_application,32,export,,false,ElasticsearchInfo
services,✅ KEEP,src/clients/cc-api/commands/elasticsearch/elasticsearch.types.d.ts,Array<{ name: string; enabled: boolean }>,false,,33,export,,false,ElasticsearchInfo
features,✅ KEEP,src/clients/cc-api/commands/elasticsearch/elasticsearch.types.d.ts,Array<{ name: string; enabled: boolean }>,false,,34,export,,false,ElasticsearchInfo
addonId,✅ KEEP,src/clients/cc-api/commands/elasticsearch/get-elasticsearch-info-command.types.d.ts,string,false,,4,export,,false,GetElasticsearchInfoCommandInput
name,"📝 CLARIFY: too generic,string,false,,5,export,ApplicationId,false,src/clients/cc-api/commands/environment/create-or-update-environment-variable-command.types.d.ts
CreateOrUpdateEnvironmentVariableCommandInput,value,📝 CLARIFY: too generic",src/clients/cc-api/commands/environment/create-or-update-environment-variable-command.types.d.ts,string,false,,6,export,ApplicationId,false,CreateOrUpdateEnvironmentVariableCommandInput
name,"📝 CLARIFY: too generic,string,false,,5,export,ApplicationId,false,src/clients/cc-api/commands/environment/delete-environment-variable-command.types.d.ts
GetEnvironmentCommandOutput,environment,🔄 RENAME: environments (array should be plural),Array<EnvironmentVariable>,false,,4,export,,false,src/clients/cc-api/commands/environment/environment.types.d.ts
GetEnvironmentCommandOutput,linkedApplicationsEnvironment,🔄 RENAME: linkedApplicationsEnvironments (array should have plural name),Array<LinkedApplicationEnvironment>,true,,5,export,,false,src/clients/cc-api/commands/environment/environment.types.d.ts
GetEnvironmentCommandOutput,linkedAddonsEnvironment,🔄 RENAME: linkedAddonsEnvironments (array should have plural name),Array<LinkedAddonEnvironment>,true,,6,export,,false,src/clients/cc-api/commands/environment/environment.types.d.ts
LinkedApplicationEnvironment,applicationId,✅ KEEP,string,false,,10,export,,false,src/clients/cc-api/commands/environment/environment.types.d.ts
LinkedApplicationEnvironment,applicationName,✅ KEEP,string,false,,11,export,,false,src/clients/cc-api/commands/environment/environment.types.d.ts
LinkedApplicationEnvironment,environment,🔄 RENAME: environments (array should be plural),Array<EnvironmentVariable>,false,,12,export,,false,src/clients/cc-api/commands/environment/environment.types.d.ts
LinkedAddonEnvironment,addonId,✅ KEEP,string,false,,16,export,,false,src/clients/cc-api/commands/environment/environment.types.d.ts
LinkedAddonEnvironment,addonName,✅ KEEP,string,false,,17,export,,false,src/clients/cc-api/commands/environment/environment.types.d.ts
LinkedAddonEnvironment,addonProviderId,✅ KEEP,string,false,,18,export,,false,src/clients/cc-api/commands/environment/environment.types.d.ts
LinkedAddonEnvironment,environment,🔄 RENAME: environments (array should be plural),Array<EnvironmentVariable>,false,,19,export,,false,src/clients/cc-api/commands/environment/environment.types.d.ts
GetEnvironmentCommandInputApplication,includeLinkedApplications,🔄 RENAME: isIncludeLinkedApplications (boolean should have is/has/can prefix),boolean,true,,6,export,ApplicationId,false,src/clients/cc-api/commands/environment/get-environment-command.types.d.ts
GetEnvironmentCommandInputApplication,includeLinkedAddons,🔄 RENAME: isIncludeLinkedAddons (boolean should have is/has/can prefix),boolean,true,,7,export,ApplicationId,false,src/clients/cc-api/commands/environment/get-environment-command.types.d.ts
UpdateEnvironmentCommandInput,environment,🔄 RENAME: environments (array should be plural),Array<EnvironmentVariable>,false,,5,export,ApplicationId,false,src/clients/cc-api/commands/environment/update-environment-command.types.d.ts
UpdateExposedEnvironmentCommandInput,environment,🔄 RENAME: environments (array should be plural),Array<EnvironmentVariable>,false,,5,export,ApplicationId,false,src/clients/cc-api/commands/environment/update-exposed-environment-command.types.d.ts
GetGithubLinkTransactionIdCommandOutput,transactionId,✅ KEEP,string,false,,2,export,,false,src/clients/cc-api/commands/github/get-github-link-transaction-id-command.types.d.ts
GetGithubLinkTransactionIdCommandOutput,redirectUri,🔄 RENAME: redirectUrl (standardize to Url suffix),string,false,,3,export,,false,src/clients/cc-api/commands/github/get-github-link-transaction-id-command.types.d.ts
GithubApplication,id,✅ KEEP (primary identifier),string,false,,2,export,,false,src/clients/cc-api/commands/github/github.types.d.ts
GithubApplication,owner,✅ KEEP,string,false,,3,export,,false,src/clients/cc-api/commands/github/github.types.d.ts
GithubApplication,name,📝 CLARIFY: too generic",src/clients/cc-api/commands/github/github.types.d.ts,string,false,,4,export,,false,DeleteEnvironmentVariableCommandInput
description,✅ KEEP,src/clients/cc-api/commands/github/github.types.d.ts,string,false,,5,export,,false,GithubApplication
gitUrl,✅ KEEP,src/clients/cc-api/commands/github/github.types.d.ts,string,false,,6,export,,false,GithubApplication
defaultBranch,✅ KEEP,src/clients/cc-api/commands/github/github.types.d.ts,string,false,,7,export,,false,GithubApplication
private,🔄 RENAME: isPrivate (boolean should have is/has/can prefix),src/clients/cc-api/commands/github/github.types.d.ts,boolean,false,renamed from priv,9,export,,false,GithubApplication
ownerId,✅ KEEP,src/clients/cc-api/commands/grafana/disable-grafana-command.types.d.ts,string,false,,2,export,,false,DisableGrafanaCommandInput
ownerId,✅ KEEP,src/clients/cc-api/commands/grafana/enable-grafana-command.types.d.ts,string,false,,4,export,,false,EnableGrafanaCommandInput
ownerId,✅ KEEP,src/clients/cc-api/commands/grafana/get-grafana-command.types.d.ts,string,false,,2,export,,false,GetGrafanaCommandInput
id,✅ KEEP (primary identifier),src/clients/cc-api/commands/grafana/get-grafana-command.types.d.ts,number,false,,6,export,,false,GetGrafanaCommandOutput
ownerId,✅ KEEP,src/clients/cc-api/commands/grafana/reset-grafana-command.types.d.ts,string,false,,2,export,,false,ResetGrafanaCommandInput
ownerId,✅ KEEP,src/clients/cc-api/commands/heptapod/get-heptapod-price-estimation-command.types.d.ts,string,false,,2,export,,false,GetHeptapodPriceEstimationCommandInput
publicActiveUsers,✅ KEEP (already renamed from API format),src/clients/cc-api/commands/heptapod/get-heptapod-price-estimation-command.types.d.ts,number,false,renamed from public_active_users,7,export,,false,GetHeptapodPriceEstimationCommandOutput
privateActiveUsers,✅ KEEP (already renamed from API format),src/clients/cc-api/commands/heptapod/get-heptapod-price-estimation-command.types.d.ts,number,false,renamed from private_active_users,9,export,,false,GetHeptapodPriceEstimationCommandOutput
storage,✅ KEEP,src/clients/cc-api/commands/heptapod/get-heptapod-price-estimation-command.types.d.ts,number,false,,10,export,,false,GetHeptapodPriceEstimationCommandOutput
price,✅ KEEP,src/clients/cc-api/commands/heptapod/get-heptapod-price-estimation-command.types.d.ts,number,false,,11,export,,false,GetHeptapodPriceEstimationCommandOutput
instanceId,✅ KEEP,src/clients/cc-api/commands/instance/get-application-instance-command.types.d.ts,string,false,,5,export,ApplicationId,false,GetApplicationInstanceCommandInput
id,✅ KEEP (primary identifier),src/clients/cc-api/commands/instance/instance.types.d.ts,string,false,,2,export,,false,Instance
ownerId,✅ KEEP,src/clients/cc-api/commands/instance/instance.types.d.ts,string,false,,3,export,,false,Instance
applicationId,✅ KEEP,src/clients/cc-api/commands/instance/instance.types.d.ts,string,false,,4,export,,false,Instance
deploymentId,✅ KEEP,src/clients/cc-api/commands/instance/instance.types.d.ts,string,false,,5,export,,false,Instance
name,"📝 CLARIFY: too generic,string,false,,6,export,,false,src/clients/cc-api/commands/instance/instance.types.d.ts
Instance,flavor,✅ KEEP,string,false,,7,export,,false,src/clients/cc-api/commands/instance/instance.types.d.ts
Instance,index,✅ KEEP,number,false,,8,export,,false,src/clients/cc-api/commands/instance/instance.types.d.ts
Instance,state,📝 REVIEW: use ""state"" for data/resource state",src/clients/cc-api/commands/instance/instance.types.d.ts,InstanceState,false,,9,export,,false,Instance
hypervisorId,✅ KEEP,src/clients/cc-api/commands/instance/instance.types.d.ts,string,false,,10,export,,false,Instance
creationDate,🔄 RENAME: createdAt (standardize to 'At' suffix),src/clients/cc-api/commands/instance/instance.types.d.ts,string,false,,11,export,,false,Instance
deletionDate,🔄 RENAME: deletedAt (standardize to 'At' suffix),src/clients/cc-api/commands/instance/instance.types.d.ts,string,true,,12,export,,false,Instance
isBuildVm,✅ KEEP,src/clients/cc-api/commands/instance/instance.types.d.ts,boolean,false,,17,export,,false,Instance
since,✅ KEEP,src/clients/cc-api/commands/instance/list-application-instance-command.types.d.ts,Date | number | string,true,,5,export,ApplicationId,false,ListApplicationInstanceCommandInput
until,✅ KEEP,src/clients/cc-api/commands/instance/list-application-instance-command.types.d.ts,Date | number | string,true,,6,export,ApplicationId,false,ListApplicationInstanceCommandInput
includeState,✅ KEEP (data/resource state),src/clients/cc-api/commands/instance/list-application-instance-command.types.d.ts,Array<InstanceState>,true,,7,export,ApplicationId,false,ListApplicationInstanceCommandInput
excludeState,✅ KEEP (data/resource state),src/clients/cc-api/commands/instance/list-application-instance-command.types.d.ts,Array<InstanceState>,true,,8,export,ApplicationId,false,ListApplicationInstanceCommandInput
deploymentId,✅ KEEP,src/clients/cc-api/commands/instance/list-application-instance-command.types.d.ts,string,true,,9,export,ApplicationId,false,ListApplicationInstanceCommandInput
limit,✅ KEEP,src/clients/cc-api/commands/instance/list-application-instance-command.types.d.ts,number,true,,10,export,ApplicationId,false,ListApplicationInstanceCommandInput
order,✅ KEEP,src/clients/cc-api/commands/instance/list-application-instance-command.types.d.ts,'DESC' | 'ASC',true,,11,export,ApplicationId,false,ListApplicationInstanceCommandInput
ownerId,✅ KEEP,src/clients/cc-api/commands/invoice/get-invoice-command.types.d.ts,string,false,,4,export,,false,GetInvoiceCommandInput
invoiceNumber,✅ KEEP,src/clients/cc-api/commands/invoice/get-invoice-command.types.d.ts,string,false,,5,export,,false,GetInvoiceCommandInput
ownerId,✅ KEEP,src/clients/cc-api/commands/invoice/get-invoice-html-command.types.d.ts,string,false,,2,export,,false,GetInvoiceHtmlCommandInput
invoiceNumber,✅ KEEP,src/clients/cc-api/commands/invoice/get-invoice-html-command.types.d.ts,string,false,,3,export,,false,GetInvoiceHtmlCommandInput
ownerId,✅ KEEP,src/clients/cc-api/commands/invoice/get-invoice-pdf-command.types.d.ts,string,false,,2,export,,false,GetInvoicePdfCommandInput
invoiceNumber,✅ KEEP,src/clients/cc-api/commands/invoice/get-invoice-pdf-command.types.d.ts,string,false,,3,export,,false,GetInvoicePdfCommandInput
ownerId,✅ KEEP,src/clients/cc-api/commands/invoice/get-invoice-url.types.d.ts,string,false,,2,export,,false,GetInvoiceUrlInput
invoiceNumber,✅ KEEP,src/clients/cc-api/commands/invoice/get-invoice-url.types.d.ts,string,false,,3,export,,false,GetInvoiceUrlInput
format,✅ KEEP,src/clients/cc-api/commands/invoice/get-invoice-url.types.d.ts,'html' | 'pdf',false,,4,export,,false,GetInvoiceUrlInput
invoiceNumber,✅ KEEP (already renamed from API format),src/clients/cc-api/commands/invoice/invoice.types.d.ts,string,false,renamed from invoice_number,3,export,,false,Invoice
kind,✅ KEEP,src/clients/cc-api/commands/invoice/invoice.types.d.ts,string,false,,4,export,,false,Invoice
origin,✅ KEEP,src/clients/cc-api/commands/invoice/invoice.types.d.ts,'automatic' | 'manual',false,,5,export,,false,Invoice
category,✅ KEEP,src/clients/cc-api/commands/invoice/invoice.types.d.ts,string,true,,6,export,,false,Invoice
address,✅ KEEP,src/clients/cc-api/commands/invoice/invoice.types.d.ts,InvoiceAddress,false,,7,export,,false,Invoice
emissionDate,🔄 RENAME: emittedAt (standardize to 'At' suffix),src/clients/cc-api/commands/invoice/invoice.types.d.ts,string,false,renamed from emission_date,9,export,,false,Invoice
payDate,🔄 RENAME: paidAt (standardize to 'At' suffix),src/clients/cc-api/commands/invoice/invoice.types.d.ts,string,true,renamed from pay_date,11,export,,false,Invoice
status,"📝 REVIEW: use status"" for operational/lifecycle",src/clients/cc-api/commands/invoice/invoice.types.d.ts,InvoiceStatus,false,,12,export,,false,Invoice
consumptionStartDate,🔄 RENAME: consumptionStartAt (standardize to 'At' suffix),src/clients/cc-api/commands/invoice/invoice.types.d.ts,string,false,renamed from consumption_begin_date,14,export,,false,Invoice
consumptionEndDate,🔄 RENAME: consumptionEndAt (standardize to 'At' suffix),src/clients/cc-api/commands/invoice/invoice.types.d.ts,string,false,renamed from consumption_end_date,16,export,,false,Invoice
currency,✅ KEEP,src/clients/cc-api/commands/invoice/invoice.types.d.ts,string,false,,17,export,,false,Invoice
kpiComputeMonths,📝 CLARIFY: spell out KPI (Key Performance Indicator?),src/clients/cc-api/commands/invoice/invoice.types.d.ts,number,false,renamed from kpi_compute_months,19,export,,false,Invoice
priceFactor,✅ KEEP (already renamed from API format),src/clients/cc-api/commands/invoice/invoice.types.d.ts,number,false,renamed from price_factor,21,export,,false,Invoice
discount,✅ KEEP,src/clients/cc-api/commands/invoice/invoice.types.d.ts,number,false,,22,export,,false,Invoice
vatPercent,✅ KEEP (already renamed from API format),src/clients/cc-api/commands/invoice/invoice.types.d.ts,number,false,renamed from vat_percent,24,export,,false,Invoice
uptimes,✅ KEEP,src/clients/cc-api/commands/invoice/invoice.types.d.ts,Array<InvoiceUptime>,false,,25,export,,false,Invoice
countables,✅ KEEP,src/clients/cc-api/commands/invoice/invoice.types.d.ts,Array<InvoiceCountable>,false,,26,export,,false,Invoice
vendorConsumption,🔄 RENAME: vendorConsumptions (array should have plural name),src/clients/cc-api/commands/invoice/invoice.types.d.ts,Array<InvoiceVendorConsumption>,false,renamed from vendor_consumption,28,export,,false,Invoice
classic,🔄 RENAME: classics (array should have plural name),src/clients/cc-api/commands/invoice/invoice.types.d.ts,Array<InvoiceClassic>,false,,29,export,,false,Invoice
unusable,🔄 RENAME: unusables (array should have plural name),src/clients/cc-api/commands/invoice/invoice.types.d.ts,Array<InvoiceUnusable>,false,,30,export,,false,Invoice
creditBalanceAtEmission,"📝 CLARIFY: check if date/time field,InvoiceMoney,false,renamed from credit_balance_at_emission,32,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
Invoice,freeCreditsAvailableThisPeriod,🔄 RENAME: freeCreditsAvailableThisPeriods (array should have plural name),Array<InvoiceCouponRemains>,false,renamed from free_credits_available_this_period,34,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
Invoice,freeCreditsAvailableNextPeriod,🔄 RENAME: freeCreditsAvailableNextPeriods (array should have plural name),Array<InvoiceCouponRemains>,false,renamed from free_credits_available_next_period,36,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
Invoice,totalPendingUpfrontBeforeEmission,🔄 RENAME: networkGroup* (ng is unclear),InvoiceMoney,false,renamed from total_pending_upfront_before_emission,38,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
Invoice,upfrontCreditAmount,✅ KEEP (already renamed from API format),InvoiceMoney,false,renamed from upfront_credit_amount,40,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
Invoice,customerOrderId,✅ KEEP,string,true,renamed from customer_order_id,42,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
Invoice,paymentProvider,✅ KEEP (already renamed from API format),string,true,renamed from payment_provider,44,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
Invoice,paymentMethodId,✅ KEEP,string,true,renamed from payment_method_id,46,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
Invoice,providerTransactionId,✅ KEEP,string,true,renamed from provider_transaction_id,48,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
Invoice,providerLastResponse,✅ KEEP (already renamed from API format),string,true,renamed from provider_last_response,50,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
Invoice,vatDeclarationId,✅ KEEP,string,true,renamed from vat_declaration_id,52,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
Invoice,wannabeInvoiceId,✅ KEEP,string,true,renamed from wannabe_invoice_id,54,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
Invoice,totalTaxExcluded,✅ KEEP (already renamed from API format),InvoiceMoney,false,renamed from total_tax_excluded,56,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
Invoice,totalTax,✅ KEEP (already renamed from API format),InvoiceMoney,false,renamed from total_tax,58,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceSummary,invoiceNumber,✅ KEEP (already renamed from API format),string,false,renamed from invoice_number,63,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceSummary,kind,✅ KEEP,string,false,,64,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceSummary,category,✅ KEEP,string,true,,65,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceSummary,address,✅ KEEP,InvoiceAddress,false,,66,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceSummary,emissionDate,🔄 RENAME: emittedAt (standardize to 'At' suffix),string,false,renamed from emission_date,68,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceSummary,payDate,🔄 RENAME: paidAt (standardize to 'At' suffix),string,true,renamed from pay_date,70,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceSummary,status,📝 REVIEW: use ""status"" for operational/lifecycle",src/clients/cc-api/commands/invoice/invoice.types.d.ts,InvoiceStatus,false,,71,export,,false,Invoice
currency,✅ KEEP,src/clients/cc-api/commands/invoice/invoice.types.d.ts,string,false,,72,export,,false,InvoiceSummary
kpiComputeMonths,📝 CLARIFY: spell out KPI (Key Performance Indicator?),src/clients/cc-api/commands/invoice/invoice.types.d.ts,number,false,renamed from kpi_compute_months,74,export,,false,InvoiceSummary
priceFactor,✅ KEEP (already renamed from API format),src/clients/cc-api/commands/invoice/invoice.types.d.ts,number,false,renamed from price_factor,76,export,,false,InvoiceSummary
discount,✅ KEEP,src/clients/cc-api/commands/invoice/invoice.types.d.ts,number,false,,77,export,,false,InvoiceSummary
vatPercent,✅ KEEP (already renamed from API format),src/clients/cc-api/commands/invoice/invoice.types.d.ts,number,false,renamed from vat_percent,79,export,,false,InvoiceSummary
totalTaxExcluded,✅ KEEP (already renamed from API format),src/clients/cc-api/commands/invoice/invoice.types.d.ts,InvoiceMoney,false,renamed from total_tax_excluded,81,export,,false,InvoiceSummary
totalTax,✅ KEEP (already renamed from API format),src/clients/cc-api/commands/invoice/invoice.types.d.ts,InvoiceMoney,false,renamed from total_tax,83,export,,false,InvoiceSummary
paymentProvider,✅ KEEP (already renamed from API format),src/clients/cc-api/commands/invoice/invoice.types.d.ts,string,true,renamed from payment_provider,85,export,,false,InvoiceSummary
transactionId,✅ KEEP,src/clients/cc-api/commands/invoice/invoice.types.d.ts,string,true,renamed from transaction_id,87,export,,false,InvoiceSummary
customerOrderId,✅ KEEP,src/clients/cc-api/commands/invoice/invoice.types.d.ts,string,true,renamed from customer_order_id,89,export,,false,InvoiceSummary
invoiceDayPlan,✅ KEEP (already renamed from API format),src/clients/cc-api/commands/invoice/invoice.types.d.ts,number,true,renamed from invoice_day_plan,91,export,,false,InvoiceSummary
id,✅ KEEP (primary identifier),src/clients/cc-api/commands/invoice/invoice.types.d.ts,string,false,renamed from address_id,98,export,,false,InvoiceAddress
