project,file,line,method,path,mechanism,current_reference,target_command,command_creation_required,simplification_notes
clever-components,../clever-components/src/components/cc-cellar-explorer/cc-cellar-explorer.smart.js,148,GET,/v2/organisations/:XXX/addons/:XXX,legacy client (@clevercloud/client esm/api/*),,GetAddonCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-domain-management/cc-domain-management.smart.js,257,PUT,/v2/organisations/:XXX/applications/:XXX/vhosts/:XXX,legacy client (@clevercloud/client esm/api/*),,CreateDomainCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-domain-management/cc-domain-management.smart.js,269,DELETE,/v2/organisations/:XXX/applications/:XXX/vhosts/:XXX,legacy client (@clevercloud/client esm/api/*),,DeleteDomainCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-domain-management/cc-domain-management.smart.js,281,DELETE,/v2/organisations/:XXX/applications/:XXX/vhosts/favourite,legacy client (@clevercloud/client esm/api/*),,UnsetPrimaryDomainCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-domain-management/cc-domain-management.smart.js,283,PUT,/v2/organisations/:XXX/applications/:XXX/vhosts/favourite,legacy client (@clevercloud/client esm/api/*),,SetPrimaryDomainCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-domain-management/cc-domain-management.smart.js,295,GET,/v4/load-balancers/organisations/:XXX/applications/:XXX/load-balancers/default,legacy client (@clevercloud/client esm/api/*),,GetLoadBalancerInfo,no (command already exists),
clever-components,../clever-components/src/components/cc-domain-management/cc-domain-management.smart.js,316,GET,/v2/organisations/:XXX/applications/:XXX/vhosts/favourite,legacy client (@clevercloud/client esm/api/*),,GetPrimaryDomainCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-domain-management/cc-domain-management.smart.js,338,GET,/v2/organisations/:XXX/applications/:XXX/vhosts,legacy client (@clevercloud/client esm/api/*),,ListDomainCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-email-list/cc-email-list.smart.js,285,GET,/v2/organisations/:XXX,legacy client (@clevercloud/client esm/api/*),,GetOrganisationCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-email-list/cc-email-list.smart.js,292,GET,/v2/self/emails,legacy client (@clevercloud/client esm/api/*),,ListProfileEmailAddress,no (command already exists),
clever-components,../clever-components/src/components/cc-email-list/cc-email-list.smart.js,296,GET,/v2/self/confirmation_email,legacy client (@clevercloud/client esm/api/*),,RequestProfileEmailConfirmationCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-email-list/cc-email-list.smart.js,303,PUT,/v2/self/emails/:XXX,legacy client (@clevercloud/client esm/api/*),,SetProfilePrimaryEmailAddressCommand/CreateProfileEmailAddressCommand,no (command already exists),Splitter : Create / Primary et Set
clever-components,../clever-components/src/components/cc-email-list/cc-email-list.smart.js,310,DELETE,/v2/self/emails/:XXX,legacy client (@clevercloud/client esm/api/*),,DeleteProfileEmailAddressCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-email-list/cc-email-list.smart.js,317,PUT,/v2/self/emails/:XXX,legacy client (@clevercloud/client esm/api/*),,SetProfilePrimaryEmailAddressCommand/CreateProfileEmailAddressCommand,no (command already exists),Splitter : Create / Primary et Set
clever-components,../clever-components/src/components/cc-env-var-form/cc-env-var-form.smart-config-provider.js,102,GET,/v2/organisations/:XXX/addons/:XXX,legacy client (@clevercloud/client esm/api/*),,GetAddonCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-env-var-form/cc-env-var-form.smart-config-provider.js,113,GET,/v4/addon-providers/config-provider/addons/:XXX/env,legacy client (@clevercloud/client esm/api/*),,GetConfigProviderCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-env-var-form/cc-env-var-form.smart-config-provider.js,124,PUT,/v4/addon-providers/config-provider/addons/:XXX/env,legacy client (@clevercloud/client esm/api/*),,UpdateConfigProviderCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-env-var-form/cc-env-var-form.smart-env-var-addon.js,56,GET,/v2/organisations/:XXX/addons/:XXX/env,legacy client (@clevercloud/client esm/api/*),,GetEnvironment,no (command already exists),composite: this endpoint is merged with others behind one command; Fusion avec app/addon et avec inlude links
clever-components,../clever-components/src/components/cc-env-var-form/cc-env-var-form.smart-env-var-app.js,144,GET,/v2/organisations/:XXX/applications/:XXX/env,legacy client (@clevercloud/client esm/api/*),,GetEnvironmentCommand,no (command already exists),Fusion avec app/addon et avec inlude links
clever-components,../clever-components/src/components/cc-env-var-form/cc-env-var-form.smart-env-var-app.js,151,PUT,/v2/organisations/:XXX/applications/:XXX/env,legacy client (@clevercloud/client esm/api/*),,UpdateEnvironmentCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-env-var-form/cc-env-var-form.smart-env-var-app.js,158,GET,/v2/organisations/:XXX/applications/:XXX/deployments,legacy client (@clevercloud/client esm/api/*),,ListDeployment,no (command already exists),On regroupe
clever-components,../clever-components/src/components/cc-env-var-form/cc-env-var-form.smart-env-var-app.js,166,POST,/v2/organisations/:XXX/applications/:XXX/instances,legacy client (@clevercloud/client esm/api/*),,DeployApplicationCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-env-var-form/cc-env-var-form.smart-exposed-config.js,90,GET,/v2/organisations/:XXX/applications/:XXX/exposed_env,legacy client (@clevercloud/client esm/api/*),,GetExposedEnvironmentCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-env-var-form/cc-env-var-form.smart-exposed-config.js,111,PUT,/v2/organisations/:XXX/applications/:XXX/exposed_env,legacy client (@clevercloud/client esm/api/*),,UpdateExposedEnvironmentCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-env-var-linked-services/cc-env-var-linked-services.smart-addon.js,70,GET,/v2/organisations/:XXX/applications/:XXX/addons/env,legacy client (@clevercloud/client esm/api/*),,GetEnvironment,no (command already exists),Fusion avec app/addon et avec inlude links
clever-components,../clever-components/src/components/cc-env-var-linked-services/cc-env-var-linked-services.smart-addon.js,89,GET,/v2/organisations/:XXX/applications/:XXX,legacy client (@clevercloud/client esm/api/*),,GetApplicationCommand,no (command already exists),composite: this endpoint is merged with others behind one command
clever-components,../clever-components/src/components/cc-env-var-linked-services/cc-env-var-linked-services.smart-app.js,70,GET,/v2/organisations/:XXX/applications/:XXX/dependencies/env,legacy client (@clevercloud/client esm/api/*),,GetEnvironment,no (command already exists),Fusion avec app/addon et avec inlude links
clever-components,../clever-components/src/components/cc-env-var-linked-services/cc-env-var-linked-services.smart-app.js,89,GET,/v2/organisations/:XXX/applications/:XXX,legacy client (@clevercloud/client esm/api/*),,GetApplicationCommand,no (command already exists),composite: this endpoint is merged with others behind one command
clever-components,../clever-components/src/components/cc-grafana-info/cc-grafana-info.smart.js,132,GET,/v4/saas/grafana/:XXX,legacy client (@clevercloud/client esm/api/*),,GetGrafanaCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-grafana-info/cc-grafana-info.smart.js,161,POST,/v4/saas/grafana/:XXX/reset,legacy client (@clevercloud/client esm/api/*),,ResetGrafanaCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-grafana-info/cc-grafana-info.smart.js,171,DELETE,/v4/saas/grafana/:XXX,legacy client (@clevercloud/client esm/api/*),,DisableGrafanaCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-grafana-info/cc-grafana-info.smart.js,181,POST,/v4/saas/grafana/:XXX,legacy client (@clevercloud/client esm/api/*),,EnableGrafanaCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-logs-app-runtime/cc-logs-app-runtime.smart.js,905,GET,/v4/orchestration/organisations/:XXX/applications/:XXX/deployments/:XXX,legacy client (@clevercloud/client esm/api/*),,GetDeploymentCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-logs-app-runtime/cc-logs-app-runtime.smart.js,913,GET,/v2/organisations/:XXX/applications/:XXX/deployments/:XXX,legacy client (@clevercloud/client esm/api/*),,GetDeployment,no (command already exists),Used as a fallback of the v4 OrchestrationApplicationDeploymentGet
clever-components,../clever-components/src/components/cc-logs-app-runtime/cc-logs-app-runtime.smart.js,923,GET,/v4/orchestration/organisations/:XXX/applications/:XXX/instances,legacy client (@clevercloud/client esm/api/*),,ListApplicationInstanceCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-logs-app-runtime/cc-logs-app-runtime.smart.js,934,GET,/v4/orchestration/organisations/:XXX/applications/:XXX/instances,legacy client (@clevercloud/client esm/api/*),,ListApplicationInstanceCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-logs-app-runtime/cc-logs-app-runtime.smart.js,944,GET,/v4/orchestration/organisations/:XXX/applications/:XXX/instances/:XXX,legacy client (@clevercloud/client esm/api/*),,GetApplicationInstanceCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-logsmap/cc-logsmap.smart.js,133,GET,/v4/stats/organisations/:XXX/requests,"new client (Command pattern, already migrated)",GetHeatMapCommand,GetHeatMapCommand,no (already using new client),
clever-components,../clever-components/src/components/cc-logsmap/cc-logsmap.smart.js,163,GET,/v4/stats/organisations/:XXX/requests-live,"new client (Command pattern, already migrated)",StreamRequestsCommand,StreamRequestsCommand,no (already using new client),
clever-components,../clever-components/src/components/cc-network-group-dashboard/cc-network-group-dashboard.smart.js,34,GET,/v4/networkgroups/organisations/:XXX/networkgroups/:XXX,"new client (Command pattern, already migrated)",GetNetworkGroupCommand,GetNetworkGroupCommand,no (already using new client),
clever-components,../clever-components/src/components/cc-network-group-dashboard/cc-network-group-dashboard.smart.js,63,DELETE,/v4/networkgroups/organisations/:XXX/networkgroups/:XXX,"new client (Command pattern, already migrated)",DeleteNetworkGroupCommand,DeleteNetworkGroupCommand,no (already using new client),
clever-components,../clever-components/src/components/cc-network-group-list/cc-network-group-list.smart.js,60,GET,/v2/organisations/:XXX/addons/:XXX,"new client (Command pattern, already migrated)",GetAddonCommand,GetAddonCommand,no (already using new client),
clever-components,../clever-components/src/components/cc-network-group-list/cc-network-group-list.smart.js,72,GET,/v4/networkgroups/organisations/:XXX/networkgroups,"new client (Command pattern, already migrated)",ListNetworkGroupCommand,ListNetworkGroupCommand,no (already using new client),
clever-components,../clever-components/src/components/cc-network-group-list/cc-network-group-list.smart.js,139,POST,/v4/networkgroups/organisations/:XXX/networkgroups/:XXX/members,"new client (Command pattern, already migrated)",CreateNetworkGroupMemberCommand,CreateNetworkGroupMemberCommand,no (already using new client),
clever-components,../clever-components/src/components/cc-network-group-list/cc-network-group-list.smart.js,174,DELETE,/v4/networkgroups/organisations/:XXX/networkgroups/:XXX/members/:XXX,"new client (Command pattern, already migrated)",DeleteNetworkGroupMemberCommand,DeleteNetworkGroupMemberCommand,no (already using new client),
clever-components,../clever-components/src/components/cc-network-group-member-list/cc-network-group-member-list.smart.js,223,POST,/v4/networkgroups/organisations/:XXX/networkgroups/:XXX/members,"new client (Command pattern, already migrated)",CreateNetworkGroupMemberCommand,CreateNetworkGroupMemberCommand,no (already using new client),
clever-components,../clever-components/src/components/cc-network-group-member-list/cc-network-group-member-list.smart.js,238,DELETE,/v4/networkgroups/organisations/:XXX/networkgroups/:XXX/members/:XXX,"new client (Command pattern, already migrated)",DeleteNetworkGroupMemberCommand,DeleteNetworkGroupMemberCommand,no (already using new client),
clever-components,../clever-components/src/components/cc-network-group-member-list/cc-network-group-member-list.smart.js,245,GET,/v4/networkgroups/organisations/:XXX/networkgroups/:XXX,"new client (Command pattern, already migrated)",GetNetworkGroupCommand,GetNetworkGroupCommand,no (already using new client),
clever-components,../clever-components/src/components/cc-network-group-member-list/cc-network-group-member-list.smart.js,262,GET,/v2/organisations/:XXX/applications,"new client (Command pattern, already migrated)",ListApplicationCommand,ListApplicationCommand,no (already using new client),
clever-components,../clever-components/src/components/cc-network-group-member-list/cc-network-group-member-list.smart.js,265,GET,/v2/organisations/:XXX/addons,"new client (Command pattern, already migrated)",ListAddonCommand,ListAddonCommand,no (already using new client),
clever-components,../clever-components/src/components/cc-network-group-member-list/cc-network-group-member-list.smart.js,305,GET,/v2/organisations/:XXX/applications/:XXX,"new client (Command pattern, already migrated)",GetApplicationCommand,GetApplicationCommand,no (already using new client),composite: this command merges multiple underlying API calls
clever-components,../clever-components/src/components/cc-network-group-member-list/cc-network-group-member-list.smart.js,320,GET,/v2/organisations/:XXX/addons/:XXX,"new client (Command pattern, already migrated)",GetAddonCommand,GetAddonCommand,no (already using new client),
clever-components,../clever-components/src/components/cc-network-group-member-list/cc-network-group-member-list.smart.js,377,GET,/v4/networkgroups/organisations/:XXX/networkgroups/:XXX/peers/:XXX/wireguard/configuration/presigned-url,"new client (Command pattern, already migrated)",GetNetworkGroupWireguardConfigurationUrlCommand,GetNetworkGroupWireguardConfigurationUrlCommand,no (already using new client),
clever-components,../clever-components/src/components/cc-oauth-consumer-form/cc-oauth-consumer-form.smart-create.js,89,POST,/v2/organisations/:XXX/consumers,legacy client (@clevercloud/client esm/api/*),,CreateOauthConsumer,no (command already exists),
clever-components,../clever-components/src/components/cc-oauth-consumer-form/cc-oauth-consumer-form.smart-update.js,142,GET,/v2/organisations/:XXX/consumers/:XXX,legacy client (@clevercloud/client esm/api/*),,GetOauthConsumerCommand,no (command already exists),composite: this endpoint is merged with others behind one command; On fusionne avec get secret
clever-components,../clever-components/src/components/cc-oauth-consumer-form/cc-oauth-consumer-form.smart-update.js,165,PUT,/v2/organisations/:XXX/consumers/:XXX,legacy client (@clevercloud/client esm/api/*),,UpdateOauthConsumerCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-oauth-consumer-form/cc-oauth-consumer-form.smart-update.js,172,DELETE,/v2/organisations/:XXX/consumers/:XXX,legacy client (@clevercloud/client esm/api/*),,DeleteOauthConsumerCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-oauth-consumer-info/cc-oauth-consumer-info.smart.js,99,GET,/v2/organisations/:XXX/consumers/:XXX,legacy client (@clevercloud/client esm/api/*),,GetOauthConsumerCommand,no (command already exists),composite: this endpoint is merged with others behind one command; On fusionne avec get secret
clever-components,../clever-components/src/components/cc-oauth-consumer-info/cc-oauth-consumer-info.smart.js,106,GET,/v2/organisations/:XXX/consumers/:XXX/secret,legacy client (@clevercloud/client esm/api/*),,GetOauthConsumerSecretCommand,no (command already exists),On fusionne avec get principal (maybe merge with OAuthConsumerGet with withSecret boolean param)
clever-components,../clever-components/src/components/cc-orga-member-list/cc-orga-member-list.smart.js,319,GET,/v2/self/id,legacy client (@clevercloud/client esm/api/*),,IGNORE,no (endpoint intentionally ignored/unused),Passer par juste le full get
clever-components,../clever-components/src/components/cc-orga-member-list/cc-orga-member-list.smart.js,320,GET,/v2/organisations/:XXX/members,legacy client (@clevercloud/client esm/api/*),,ListOrganisationMemberCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-orga-member-list/cc-orga-member-list.smart.js,354,POST,/v2/organisations/:XXX/members,legacy client (@clevercloud/client esm/api/*),,AddOrganisationMemberCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-orga-member-list/cc-orga-member-list.smart.js,365,DELETE,/v2/organisations/:XXX/members/:XXX,legacy client (@clevercloud/client esm/api/*),,RemoveOrganisationMemberCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-orga-member-list/cc-orga-member-list.smart.js,377,PUT,/v2/organisations/:XXX/members/:XXX,legacy client (@clevercloud/client esm/api/*),,UpdateOrganisationMemberCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-pricing-header/cc-pricing-header.smart.js,82,GET,/v4/products/zones,legacy client (@clevercloud/client esm/api/*),,ListZoneCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-pricing-product/cc-pricing-product.smart-addon.js,83,GET,/v2/products/addonproviders,legacy client (@clevercloud/client esm/api/*),,ListProductAddonCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-pricing-product/cc-pricing-product.smart-runtime.js,81,GET,/v2/products/instances,legacy client (@clevercloud/client esm/api/*),,ListProductRuntimeCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-ssh-key-list/cc-ssh-key-list.smart.js,162,GET,/v2/organisations/:XXX,legacy client (@clevercloud/client esm/api/*),,GetOrganisationCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-ssh-key-list/cc-ssh-key-list.smart.js,163,GET,/v2/self/keys,legacy client (@clevercloud/client esm/api/*),,ListPersonalSshKeyCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-ssh-key-list/cc-ssh-key-list.smart.js,169,GET,/v2/github/keys,legacy client (@clevercloud/client esm/api/*),,ListGithubSshKeyCommand,no (command already exists),Handle 400 => tableau vide
clever-components,../clever-components/src/components/cc-ssh-key-list/cc-ssh-key-list.smart.js,184,PUT,/v2/self/keys/:XXX,legacy client (@clevercloud/client esm/api/*),,CreatePersonalSshKeyCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-ssh-key-list/cc-ssh-key-list.smart.js,197,DELETE,/v2/self/keys/:XXX,legacy client (@clevercloud/client esm/api/*),,DeletePersonalSshKeyCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-tcp-redirection-form/cc-tcp-redirection-form.smart.js,125,GET,/v2/organisations/:XXX/namespaces,legacy client (@clevercloud/client esm/api/*),,ListTcpRedirectionNamespaceCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-tcp-redirection-form/cc-tcp-redirection-form.smart.js,126,GET,/v2/organisations/:XXX/applications/:XXX/tcpRedirs,legacy client (@clevercloud/client esm/api/*),,ListTcpRedirectionCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-tcp-redirection-form/cc-tcp-redirection-form.smart.js,148,POST,/v2/organisations/:XXX/applications/:XXX/tcpRedirs,legacy client (@clevercloud/client esm/api/*),,CreateTcpRedirectionCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-tcp-redirection-form/cc-tcp-redirection-form.smart.js,161,DELETE,/v2/organisations/:XXX/applications/:XXX/tcpRedirs/:XXX,legacy client (@clevercloud/client esm/api/*),,DeleteTcpRedirectionCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-tile-metrics/cc-tile-metrics.smart.js,78,GET,/v4/stats/organisations/:XXX/resources/:XXX/metrics,"new client (Command pattern, already migrated)",GetMetricsCommand,GetMetricsCommand,no (already using new client),
clever-components,../clever-components/src/components/cc-tile-metrics/cc-tile-metrics.smart.js,105,GET,/v4/saas/grafana/:XXX,legacy client (@clevercloud/client esm/api/*),,GetGrafanaCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-tile-requests/cc-tile-requests.smart.js,53,GET,/v4/stats/organisations/:XXX/http-status-codes,"new client (Command pattern, already migrated)",GetStatusCodeDistributionCommand,GetStatusCodeDistributionCommand,no (already using new client),
clever-components,../clever-components/src/components/cc-tile-status-codes/cc-tile-status-codes.smart.js,50,GET,/v4/stats/organisations/:XXX/http-status-codes,"new client (Command pattern, already migrated)",GetStatusCodeDistributionCommand,GetStatusCodeDistributionCommand,no (already using new client),
clever-components,../clever-components/src/components/cc-token-api-creation-form/cc-token-api-creation-form.smart.js,149,GET,/v2/organisations/:XXX,legacy client (@clevercloud/client esm/api/*),,GetOrganisationCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-token-api-list/cc-token-api-list.smart.js,130,GET,/v2/organisations/:XXX,legacy client (@clevercloud/client esm/api/*),,GetOrganisationCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-token-api-list/cc-token-api-list.smart.js,207,POST,/v2/password_forgotten,"internal implementation (hand-built request object, no named function)",_resetPasswordRequest(),IGNORE,no (endpoint intentionally ignored/unused),C'est un POST de formulaire; ça devrait pas être dispo dans le client
clever-components,../clever-components/src/components/cc-token-oauth-list/cc-token-oauth-list.smart.js,156,GET,/v2/self/tokens,legacy client (@clevercloud/client esm/api/*),,ListOauthTokenCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-token-oauth-list/cc-token-oauth-list.smart.js,190,DELETE,/v2/self/tokens/:XXX,legacy client (@clevercloud/client esm/api/*),,DeleteToken,no (command already exists),A fusionner avec Token Delete
clever-components,../clever-components/src/components/cc-token-session-list/cc-token-session-list.smart.js,157,GET,/v2/self/tokens,legacy client (@clevercloud/client esm/api/*),,ListOauthTokenCommand,no (command already exists),
clever-components,../clever-components/src/components/cc-token-session-list/cc-token-session-list.smart.js,193,DELETE,/v2/self/tokens/:XXX,legacy client (@clevercloud/client esm/api/*),,DeleteToken,no (command already exists),A fusionner avec Token Delete
clever-components,../clever-components/src/lib/api-helpers.js,26,GET,/v2/organisations/:XXX/applications/:XXX,legacy client (@clevercloud/client esm/api/*),,GetApplicationCommand,no (command already exists),composite: this endpoint is merged with others behind one command
clever-components,../clever-components/src/lib/api-helpers.js,38,GET,/v4/billing/organisations/:XXX/invoices/:XXX,legacy client (@clevercloud/client esm/api/*),,GetInvoiceCommand,no (command already exists),equivalent to [GET] /v4/billing/organisations/:XXX/invoices/:XXX
clever-components,../clever-components/src/lib/api-helpers.js,52,GET,/v4/billing/organisations/:XXX/invoices/:XXX,legacy client (@clevercloud/client esm/api/*),,GetInvoiceCommand,no (command already exists),equivalent to [GET] /v4/billing/organisations/:XXX/invoices/:XXX
clever-components,../clever-components/src/lib/api-helpers.js,64,GET,/v4/billing/organisations/:XXX/invoices,legacy client (@clevercloud/client esm/api/*),,ListInvoiceCommand,no (command already exists),composite: this endpoint is merged with others behind one command; À regrouper
clever-components,../clever-components/src/lib/api-helpers.js,134,GET,/v4/billing/price-system,legacy client (@clevercloud/client esm/api/*),,GetPriceSystem,no (command already exists),À regrouper
clever-tools,../clever-tools/src/commands/addon/addon.create.command.js,193,GET,/v4/addon-providers/addon-:XXX/addons/:XXX,internal implementation (project-local reimplementation of esm/api function shape),getOperator,"per-provider commands exist, dispatch at runtime: keycloak->GetKeycloakInfoCommand, matomo->GetMatomoInfoCommand, metabase->GetMetabaseInfoCommand, otoroshi->GetOtoroshiInfoCommand, pulsar->GetPulsarInfoCommand",no for known providers (dispatch by provider); yes for any other provider,no generic command - the new client has one dedicated command per addon provider; caller must switch on the provider string to pick the right one
clever-tools,../clever-tools/src/commands/addon/addon.env.command.js,30,GET,/v2/organisations/:XXX/addons/:XXX/env,legacy client (@clevercloud/client esm/api/*),,GetEnvironment,no (command already exists),composite: this endpoint is merged with others behind one command; Fusion avec app/addon et avec inlude links
clever-tools,../clever-tools/src/commands/cancel-deploy/cancel-deploy.command.js,21,GET,/v2/organisations/:XXX/applications/:XXX/deployments,legacy client (@clevercloud/client esm/api/*),,ListDeployment,no (command already exists),On regroupe
clever-tools,../clever-tools/src/commands/cancel-deploy/cancel-deploy.command.js,27,DELETE,/v2/organisations/:XXX/applications/:XXX/deployments/:XXX/instances,legacy client (@clevercloud/client esm/api/*),,CancelDeploymentCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/config-provider/config-provider.get.command.js,22,GET,/v4/addon-providers/config-provider/addons/:XXX/env,legacy client (@clevercloud/client esm/api/*),,GetConfigProviderCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/config-provider/config-provider.import.command.js,36,PUT,/v4/addon-providers/config-provider/addons/:XXX/env,legacy client (@clevercloud/client esm/api/*),,UpdateConfigProviderCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/config-provider/config-provider.rm.command.js,18,GET,/v4/addon-providers/config-provider/addons/:XXX/env,legacy client (@clevercloud/client esm/api/*),,GetConfigProviderCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/config-provider/config-provider.rm.command.js,21,PUT,/v4/addon-providers/config-provider/addons/:XXX/env,legacy client (@clevercloud/client esm/api/*),,UpdateConfigProviderCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/config-provider/config-provider.set.command.js,24,GET,/v4/addon-providers/config-provider/addons/:XXX/env,legacy client (@clevercloud/client esm/api/*),,GetConfigProviderCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/config-provider/config-provider.set.command.js,33,PUT,/v4/addon-providers/config-provider/addons/:XXX/env,legacy client (@clevercloud/client esm/api/*),,UpdateConfigProviderCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/database/database.backups.command.js,23,GET,/v2/backups/:XXX/:XXX,legacy client (@clevercloud/client esm/api/*),,ListBackupCommand,no (command already exists),Database au lieu de Addon car c'est un truc qui ne fonctionne que pour certains Addon (juste une idée)
clever-tools,../clever-tools/src/commands/database/database.backups.download.command.js,40,GET,/v2/backups/:XXX/:XXX,legacy client (@clevercloud/client esm/api/*),,ListBackupCommand,no (command already exists),Database au lieu de Addon car c'est un truc qui ne fonctionne que pour certains Addon (juste une idée)
clever-tools,../clever-tools/src/commands/deploy/deploy.command.js,120,GET,/v2/organisations/:XXX/applications/:XXX/deployments,legacy client (@clevercloud/client esm/api/*),,ListDeployment,no (command already exists),On regroupe
clever-tools,../clever-tools/src/commands/diag/diag.command.js,59,GET,/v2/organisations/:XXX,legacy client (@clevercloud/client esm/api/*),,GetOrganisationCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/domain/domain.add.command.js,22,PUT,/v2/organisations/:XXX/applications/:XXX/vhosts/:XXX,legacy client (@clevercloud/client esm/api/*),,CreateDomainCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/domain/domain.command.js,22,GET,/v2/organisations/:XXX/applications/:XXX,legacy client (@clevercloud/client esm/api/*),,GetApplicationCommand,no (command already exists),composite: this endpoint is merged with others behind one command
clever-tools,../clever-tools/src/commands/domain/domain.diag.command.js,149,GET,/v2/organisations/:XXX/applications/:XXX,legacy client (@clevercloud/client esm/api/*),,GetApplicationCommand,no (command already exists),composite: this endpoint is merged with others behind one command
clever-tools,../clever-tools/src/commands/domain/domain.diag.command.js,150,GET,/v4/load-balancers/organisations/:XXX/applications/:XXX/load-balancers/default,legacy client (@clevercloud/client esm/api/*),,GetLoadBalancerInfo,no (command already exists),
clever-tools,../clever-tools/src/commands/domain/domain.favourite.set.command.js,21,PUT,/v2/organisations/:XXX/applications/:XXX/vhosts/favourite,legacy client (@clevercloud/client esm/api/*),,SetPrimaryDomainCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/domain/domain.favourite.unset.command.js,20,DELETE,/v2/organisations/:XXX/applications/:XXX/vhosts/favourite,legacy client (@clevercloud/client esm/api/*),,UnsetPrimaryDomainCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/domain/domain.overview.command.js,67,GET,/v2/summary,legacy client (@clevercloud/client esm/api/*),,GetOrganisationSummariesCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/domain/domain.overview.command.js,83,GET,/v2/organisations/:XXX/applications/:XXX/vhosts,legacy client (@clevercloud/client esm/api/*),,ListDomainCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/domain/domain.rm.command.js,22,DELETE,/v2/organisations/:XXX/applications/:XXX/vhosts/:XXX,legacy client (@clevercloud/client esm/api/*),,DeleteDomainCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/drain/drain.command.js,27,GET,/v4/drains/organisations/:XXX/resources/:XXX/drains,internal implementation (project-local reimplementation of esm/api function shape),getDrains,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/commands/drain/drain.create.command.js,121,POST,/v4/drains/organisations/:XXX/resources/:XXX/drains,internal implementation (project-local reimplementation of esm/api function shape),createDrain,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/commands/drain/drain.disable.command.js,23,PUT,/v4/drains/organisations/:XXX/resources/:XXX/drains/:XXX/disable,internal implementation (project-local reimplementation of esm/api function shape),disableDrain,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
